,node_id,alertname,dc_id,dc_name,guestos_tee_active,guestos_version,ip_address,ipv4_connectivity_status,node_hardware_generation,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
174,5ttnf-xhdip-7e2uw-iuikh-5dlli-r6jdc-nxjp7-bjumm-5usid-rpiqn-jqe,,si1,Siauliai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a04:2180:dc05:c014:6801:e2ff:fe3e:98ef,False,Gen2,ceta5-wu56p-aqtjd-2cy2f-atzz3-srckr-wkupd-ratc5-62ckj-vsj5u-zae,3oqw6-vmpk2-mlwlx-52z5x-e3p7u-fjlcw-yxc34-lf2zq-6ub2f-v63hk-lae,Vladyslav Popov,REPLICA,Bacloud,"Europe,LT,Siauliai",UP,
178,5v4on-bsceg-rdgxe-zcqqf-l5wnq-fpxw7-x3ktj-3x4fs-o2cny-uzhor-vqe,,jb2,Gauteng 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:9:6801:caff:fe58:ef9c,False,Gen2,3bohy-zygmq-6novb-wm65r-3k3y2-deh42-7emld-zhqo7-xl2oa-iextm-fae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Gauteng",UP,
180,5z7nd-pyjgc-ct6hz-mylu6-i7mdd-zyneg-csyti-lmjyd-nwefu-pw6pc-5ae,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:a8ff:fef9:f2d3,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
182,5zqhj-66qn7-he3p5-76gnj-hlsvl-ajlt5-k356i-fgm4m-5it4c-6m5ag-7qe,,lj2,Ljubljana 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:a100:0:204:6801:97ff:fe40:ac88,False,Gen2,eu5wc-g7r7l-zzy2o-227af-hfvin-orflw-4vdlf-j7gks-n5wrj-zezt7-tqe,kos24-5xact-6aror-uofg2-tnvt6-dq3bk-c2c5z-jtptt-jbqvc-lmegy-qae,Anonstake,REPLICA,Anonstake,"Europe,SI,Ljubljana",UP,
184,627qw-ey6wj-efg3t-76ixt-o2x5p-r6bmb-vf4c6-ycmyy-oiba5-wloig-dqe,,vl2,Vilnius 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a14:5400::6801:eeff:fe1b:eee6,False,Gen2,inluf-zswst-3owy3-xklsg-jnn6r-izoj7-pf3il-fo33d-ghbka-lc34p-zqe,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,UNASSIGNED,Data Inn,"Europe,LT,Vilnius",UP,
189,63rak-vvm6t-c4cfc-bgak4-mkcsc-oy7jy-p4ow4-kdebr-otqwx-ok23w-fqe,,cr1,San José 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2800:c20:0:29:6801:85ff:fe00:7435,False,Gen2,eqv2i-6dtlf-bhbjd-2popw-vvavp-7xzci-6gdd7-qxgox-wdw5w-l3a4w-eae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,REPLICA,Navegalo,"North America,CR,San Jose",UP,
191,67t6p-i4h3c-msv6p-kmbmm-rr6gj-z3nix-d6lo2-mq3q4-3h6rb-lwkbc-lae,,nd1,New Delhi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:ff1:20:6801:85ff:fe10:b883,False,Gen2,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,
195,6bp3h-ds5qd-6o7ae-6nmnu-brwpj-2c5iw-yjfnk-4drxh-vxa2o-qcchx-6qe,,nd1,New Delhi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:ff1:20:6801:bbff:fe43:206d,False,Gen2,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,
196,6bt7p-6zrhd-xi3rj-jsugy-c6qzy-nvip5-7thap-gk6po-ygo5h-mh4jk-tae,,mn2,Melbourne 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2403:f000:300:6:6801:3aff:fe08:1790,False,Gen2,l5lhp-734i5-tbott-vipvc-vud2f-pfh7r-g3227-tgkdj-4rggm-abc2e-cae,ihbuj-erwnc-tkjux-tqtnv-zkoar-uniy2-sk2go-xfpkc-znbb4-seukm-wqe,Icaria Systems Pty Ltd,REPLICA,NEXTDC,"Oceania,AU,Melbourne",UP,
202,6hkcx-vz4jv-4n33r-ywdvs-sefaa-tb2on-rac6s-4csut-iyahu-zmct2-5qe,,zh2,Zurich 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:fb01:400:200:6801:55ff:fe41:5d52,False,Gen1,wqyl3-uvtrm-5lhi3-rjcas-ntrhs-bimkv-viu7b-2tff6-ervao-u2cjg-wqe,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,
203,6hqi5-ctyoo-qijwz-dtvwo-g5puo-yaftz-dmaid-rambc-li5dx-q46y2-sae,,li2,Lisbon 2,,,2a0d:82c0:f100:2200:6801:31ff:fe0c:874,,,nvocp-jlbys-d44wi-od3pv-iws4n-2nll3-73hqk-koh72-3obvg-kt5v3-fae,mjnyf-lzqq6-s7fzb-62rqm-xzvge-5oa26-humwp-dvwxp-jxxkf-hoel7-fqe,Bitmoon,UNASSIGNED,Edgoo Networks,"Europe,PT,Lisbon",DOWN,
204,6hvx2-ymemx-tmykh-vxyic-bgfhv-2lcmt-3oy4x-rysuf-rnerz-vqokw-sqe,,nm1,Navi Mumbai 1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2401:7500:1016:0:6801:6ff:fe03:4774,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
206,6jce6-bckzx-lz47i-xega6-gt5kk-47etw-cctyf-pkyjf-hqhxw-gy2qv-2ae,,sh1,Stockholm 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:4c08:2003:b09:6801:48ff:fece:5bb1,False,Gen1,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Digital Realty,"Europe,SE,Stockholm",UP,
216,6ricl-vwbej-yk73y-6ttjb-oefyv-cpjta-7ttqk-e4ucl-5rxsq-v2bag-zae,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:9140:0:5:6801:2aff:fe7e:3cf8,False,Gen2,aaxec-cijpz-vzdwe-546fi-vahtf-s2awa-ldn7q-mzl2j-gmvhz-56zlq-mqe,cgmhq-c4zja-yov4u-zeyao-64ua5-idlhb-ezcgr-cultv-3vqjs-dhwo7-rqe,Origin Game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
217,6s4xm-dhqvo-nnfu6-piffk-qttw2-tga5m-hnf3f-bvnio-77hoh-k2ju5-4ae,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:74ff:febc:9e72,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
220,6syks-la2v3-ua4aj-iyt6f-oivnq-6yosi-cqxwo-ahzno-ieuvx-bl7pf-vqe,,gn1,Greater Noida 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:2100:1:6801:7cff:fe8b:3e6a,False,Gen2,slaxf-2q2iy-ikmsy-u2jnq-ev2u2-z2ryl-5w4ri-uf2v3-hxfuc-yrdbx-uae,cp5ib-twnmx-h4dvd-isef2-tu44u-kb2ka-fise5-m4hta-hnxoq-k45mm-hqe,ACCUSET SOLUTIONS,REPLICA,Yotta,"Asia,IN,Greater Noida",UP,
222,6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,,dr1,Utah 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2602:294:0:a05:6801:83ff:fee2:414b,True,Gen2,nhr3z-ekrj4-7usls-kmdbv-esy2j-3wvez-ck46k-qpdn6-i23c2-5xkgr-dae,trxbq-wy5xi-3y27q-bkpaf-mhi2m-puexs-yatgt-nhwiy-dh6jy-rolw5-zqe,"Privoxy Solutions, LLC",UNASSIGNED,FiberState,"North America,US,Utah",UP,
225,6wnv3-oxkmg-rtcgq-slqsn-5xlwu-7a27t-524pa-st7b3-epsck-tixsa-uqe,,sc1,Queensland 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df2:f540:2:6801:3ff:fe05:9a7f,False,Gen2,srrm2-zawrj-4euwg-w24k6-yiwlj-ln6r7-kxkgb-itaal-efw4m-fp36x-bqe,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,
227,6zj3x-tsbc3-jfzjr-lrnay-maejy-wwrrr-byxwk-kdzqu-nrkmz-mdcrx-aae,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:8a00:f:1:6801:fff:fe4a:8786,False,Gen2,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,
229,74qsa-j6jno-nmxmb-7jpf5-u6nig-g7hgo-thvjm-6f6zu-c2ugp-krple-qae,,ba1,Barreiro 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a05:a040:1000:2001:6801:5bff:fe43:a8eb,False,Gen2,vezyg-car5u-zvj3o-epfvq-qjnr6-evurx-ecxv3-q3oia-2qdu2-vssem-6qe,4r6qy-tljxg-slziw-zoteo-pboxh-vlctz-hkv2d-7zior-u3pxm-mmuxb-cae,Maksym Ishchenko,REPLICA,Online,"Europe,PT,Barreiro",UP,
238,7f5c7-l7cuq-7jnfc-yexo3-bytd3-yf6xa-ctk76-wywln-jsy2n-ds2lp-tqe,,sc1,Queensland 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df2:f540:2:6801:9ff:fe1a:a26f,False,Gen2,srrm2-zawrj-4euwg-w24k6-yiwlj-ln6r7-kxkgb-itaal-efw4m-fp36x-bqe,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,
239,7fiyj-xjxkj-fjvbl-tl4rp-6xvg3-moow7-dwtyi-nsxeg-unw7n-ivshf-pqe,,ct2,Cape Town 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:f708:c005:0:6801:8cff:fe4a:27ac,True,Gen2,x7fjr-ngws7-jpjtq-e3c7s-735uk-gyusv-ppoeh-n4xhg-fwjck-um6pf-fae,py2kr-ipr2p-ryh66-x3a3v-5ts6u-7rfhf-alkna-ueffh-hz5ox-lt6du-qqe,Kontrapunt (Pty) Ltd,REPLICA,Teraco,"Africa,ZA,Cape Town",UP,
246,7jxpa-y2d6g-zsy7g-vnjp6-sblcx-32lke-hulup-hj3y4-i3svi-pi2c5-yae,,jb2,Gauteng 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:9:6801:f7ff:feca:e448,False,Gen2,3bohy-zygmq-6novb-wm65r-3k3y2-deh42-7emld-zhqo7-xl2oa-iextm-fae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Gauteng",UP,
249,7m3y7-s24j3-i5oji-6h64r-2ah6w-2z236-rh7ro-b3plo-rrdwn-xwhc2-aqe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:d0ff:fe17:79e6,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
250,7meyc-3kacw-uidhh-kqorx-mziq5-hnr2e-qhhcq-mgjpp-j6sep-73gvv-nae,,vl2,Vilnius 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a14:5400::6801:aff:fe6e:71fd,False,Gen2,inluf-zswst-3owy3-xklsg-jnn6r-izoj7-pf3il-fo33d-ghbka-lc34p-zqe,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,UNASSIGNED,Data Inn,"Europe,LT,Vilnius",UP,
251,7muaz-6c5bc-6wjw2-f65xy-i7poz-jwhob-ty26j-ol5dh-hf3oo-dkgb3-6qe,,cr1,San José 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2800:c20:0:29:6801:49ff:fe53:bb30,False,Gen2,eqv2i-6dtlf-bhbjd-2popw-vvavp-7xzci-6gdd7-qxgox-wdw5w-l3a4w-eae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,REPLICA,Navegalo,"North America,CR,San Jose",UP,
254,7ospr-xybr6-5muyc-h7gn3-73rpz-f2sn7-g7gqd-nny3h-b6gbe-cbnd6-4ae,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:7bff:febb:5292,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
255,7pch3-7nre2-7su6p-ouf2h-zrpqi-oc4vw-3j2ce-swypv-xiu4y-qj6b2-7qe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:a1ff:fe71:4399,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
258,7pvxh-37ula-relu7-uim72-jvx46-dcnvm-52zsf-vkqzm-xsjoy-4xf4l-hqe,,bg1,Bogota 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:f180:2:0:6801:c4ff:fe6a:32c3,False,Gen2,74vhn-m7sov-ufexz-rjuzq-hgidx-jls6i-xufww-phun6-s4alk-mt3ha-5qe,otzuu-dldzs-avvu2-qwowd-hdj73-aocy7-lacgi-carzj-m6f2r-ffluy-fae,Geeta Kalwani,REPLICA,EdgeUno,"South America,CO,Bogota",UP,
259,7pwmx-4zsiq-saplf-kl2sd-4yvr3-la2yi-artrs-m7voc-htak4-fii5y-sqe,,sh1,Stockholm 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:4c08:2003:b09:6801:e5ff:fe72:cdad,False,Gen1,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,
263,7r7go-kuy2d-xradp-g2yf6-64ft4-tza2v-nbs66-jnxp6-37dda-d6or2-fqe,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:f1ff:fea0:1f29,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,UNASSIGNED,Cloud9,"Asia,GE,Tbilisi",UP,
268,7tqgr-ri4wq-2ov2k-hibgd-7qxvk-pwv3o-vfrq7-2qwfi-dqdvk-jzu2y-aqe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:71ff:fe48:da9,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,UNASSIGNED,Megazone Cloud,"Asia,KR,Seoul",UP,
277,a2e7m-evijx-geoc6-o5j6s-h45ye-f3hxj-w7dfi-25e2k-v5ylv-nf7ud-aqe,,zh2,Zurich 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:fb01:400:200:6801:feff:fe99:f395,False,Gen1,byspq-73pbj-e44pb-5gq3o-a6sqa-p3p3l-blq2j-dtjup-77zyx-k26zh-aae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,
280,a3xcb-ezfy5-yib3b-5bo75-5nok4-kaolh-a6akg-ilxck-qdbph-pwppb-dae,,sh1,Stockholm 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:4c08:2003:b09:6801:ebff:fe49:798e,False,Gen1,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,
282,a5vyy-7bgw2-67pfa-cgt2b-dgi4h-3nxi7-q5v5r-yzenb-yv3xy-fdu6y-hqe,,sj3,California 3,,,2001:55d:900d:0:6801:d4ff:fecf:cf0f,,,jtrpk-wokqg-aqmcn-esiq7-fip4e-dl7lv-iwdyj-cu5pm-wbg7i-4jl4t-wae,7ws2n-wqorv-vmo4m-5e222-n42c3-hk43s-ei3kp-4hpbn-xlkzo-jgv7i-tqe,InfoObjects,UNASSIGNED,InfoObjects,"North America,US,California",DOWN,
284,aajth-ndp7x-ro5ok-yikyd-4i7xn-5k5ki-e3d37-hh4gn-s4opz-bnzxf-4qe,,bg1,Bogota 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:f180:2:0:6801:efff:fe01:6663,False,Gen2,74vhn-m7sov-ufexz-rjuzq-hgidx-jls6i-xufww-phun6-s4alk-mt3ha-5qe,otzuu-dldzs-avvu2-qwowd-hdj73-aocy7-lacgi-carzj-m6f2r-ffluy-fae,Geeta Kalwani,REPLICA,EdgeUno,"South America,CO,Bogota",UP,
286,adplk-g2snv-bygay-o2r45-72zgu-kzk4z-pzhto-5nhwg-zsryj-s4llh-wqe,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:e8ff:fe16:7e11,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
289,afu64-x2met-w2vxb-4lzus-z4fhf-divej-q46gf-wvpek-dj67h-fptsd-aae,,bn1,South Moravian Region 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a01:430:18c:0:6801:e6ff:fe73:1289,False,GenUnknown,zc635-ppr46-ap6eg-pghtn-wtnxz-6czvv-a4uxm-adjgb-wtoh4-2ddnl-uae,efem5-kmwaw-xose7-zzhgg-6bfif-twmcw-csg7a-lmqvn-wrdou-mjwlb-vqe,Lukas Helebrandt,REPLICA,Master Internet,"Europe,CZ,South Moravian Region",UP,
300,ami6p-hbo6h-zqoh2-lfqs7-44lch-tlkzt-skuxx-wyxs2-anezm-z2gxp-3ae,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:83ff:fec7:42e7,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,
301,amy5r-rdfjn-cmkrz-pjjlb-dqwo3-lv3tm-4x23k-tu4yk-lkruv-hxtu2-2qe,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:9140:0:5:6801:4fff:fed6:860c,False,Gen2,aaxec-cijpz-vzdwe-546fi-vahtf-s2awa-ldn7q-mzl2j-gmvhz-56zlq-mqe,cgmhq-c4zja-yov4u-zeyao-64ua5-idlhb-ezcgr-cultv-3vqjs-dhwo7-rqe,Origin Game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
302,anudy-m6vfi-lphxb-sazpy-la4ti-2hriw-c67ny-butfn-axcel-otvuh-oqe,,mtl1,Quebec l1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2607:f748:1300:3:6801:42ff:fe4d:da9f,False,Gen2,ueggl-7wvx2-2eezj-mgjrg-w6tmy-ngmye-xxbwu-gumli-hdf7u-zzpng-3ae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Leaseweb,"North America,CA,Quebec",UP,
305,aqbno-vejst-3kuee-ksrrr-bo5p3-6nhht-z2coe-dg6he-ptywi-pzubm-bqe,,cr1,San José 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2800:c20:0:29:6801:5fff:fe72:da5b,False,Gen2,eqv2i-6dtlf-bhbjd-2popw-vvavp-7xzci-6gdd7-qxgox-wdw5w-l3a4w-eae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,REPLICA,Navegalo,"North America,CR,San Jose",UP,
306,aryg4-tcma3-ozqnh-j6rzl-lwlsh-fhgo4-2vhw2-zf4en-6a4it-spcrg-aae,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:bcff:fece:e281,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
312,awmdh-qwewl-6fgbr-dled5-2elki-xwucv-sslhm-awghc-dbxby-phz5e-wae,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:85ff:feaf:76b7,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
314,ax6zb-r4jnm-5aswz-ahoqx-ujs2a-mcvds-6gmdt-4ggxg-tkwdr-3323l-vqe,,bt1,Vilnius 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:1ab9:f000:1542:6801:fff:feff:8caa,False,Gen2,y3du2-sq3a6-77vah-wj3cb-r72q2-lxo4k-t2fxb-odc7n-xyf7n-zbnkd-vae,ivf2y-crxj4-y6ewo-un35q-a7pum-wqmbw-pkepy-d6uew-bfmff-g5yxe-eae,Ivanov Oleksandr,UNASSIGNED,Baltneta,"Europe,LT,Vilnius",UP,
316,axmok-d4arr-sjcjs-cd56j-biooj-lo4fh-vfuoo-fextc-5iw2d-6zhq5-4ae,,nd1,New Delhi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:ff1:20:6801:eff:fec6:e176,False,Gen2,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,
320,b37zb-apiex-wwlpd-ccbxn-yes6n-q44fy-jtz3j-mjxrs-ecw7v-lzmut-oae,,nd1,New Delhi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:ff1:20:6801:89ff:fe23:eff2,False,Gen2,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,
